Inspection (IEP),Code,Nom Etablisement,Cycle,Contact,Dren,L'ordre,type,Sytem
ABENGOUROU INDE ,54501,ECOLE MATERNELLE ASSEMBLEE DE DIEU D'ABENGOUROU ,PRESCOLAIRE ,05-73-12-73,ABIDJAN 1,CATHOLIQUE,prive,ivoirien
